city,state,lat,lng
beaver,OH,39.0332,-82.8514
beaver,OK,36.8341,-100.5177
beaver,OR,45.2767,-123.8234
beaver,PA,40.6972,-80.3365
beaver,UT,38.2807,-112.6299
beaver,WA,48.0673,-124.3054
beaver,WV,37.7516,-81.0731
beaver bay,MN,47.256,-91.3566
beaver city,NE,40.129,-99.8065
beaver creek,MN,43.6223,-96.3698
beaver crossing,NE,40.7887,-97.2914
beaver dam,KY,37.387,-86.8729
beaver dam,WI,43.4616,-88.8407
beaver dams,NY,42.2798,-76.972
beaver falls,NY,43.887,-75.4274
beaver falls,PA,40.7687,-80.3592
beaver island,MI,45.6684,-85.5473
beaver meadows,PA,40.9281,-75.9146
beaver springs,PA,40.7495,-77.2206
beavercreek,OR,45.2597,-122.4751
beaverdale,PA,40.3173,-78.7009
beaverdam,OH,40.8314,-83.9758
beaverdam,VA,37.9038,-77.6308
beaverton,AL,33.9429,-88.0157
beaverton,MI,43.8866,-84.4241
beaverton,OR,45.48083,-122.81754
beavertown,PA,40.7774,-77.1691
beaverville,IL,40.9672,-87.6217
beccaria,PA,40.7683,-78.4455
bechtelsville,PA,40.3795,-75.6257
beckemeyer,IL,38.6058,-89.4319
becker,MN,45.4365,-93.841
becker,MS,33.8698,-88.4622
becket,MA,42.3594,-73.1203
beckley,WV,37.77105,-81.2153
beckville,TX,32.2452,-94.4555
beckwourth,CA,39.7721,-120.4051
bedford,IA,40.6683,-94.7324
bedford,IN,38.8729,-86.4871
bedford,KY,38.5864,-85.3133
bedford,MA,42.4843,-71.2768
bedford,MI,42.3953,-85.2322
bedford,NH,42.9403,-71.5213
bedford,NY,41.1909,-73.6355
bedford,OH,41.3921,-81.5232
bedford,PA,39.9908,-78.5261
bedford,TX,32.84243,-97.14143
bedford,VA,37.3153,-79.5331
bedford,WY,42.8701,-110.9401
bedford hills,NY,41.2344,-73.6915
bedford park,IL,41.8119,-87.6873
bedias,TX,30.7065,-95.9546
bedminster,NJ,40.6571,-74.6432
bedminster,PA,40.4259,-75.1791
bedrock,CO,38.2509,-108.9799
bee,NE,41.0007,-97.0745
bee,VA,37.1014,-82.1856
bee branch,AR,35.4683,-92.3779
bee spring,KY,37.2975,-86.2794
beebe,AR,35.0937,-91.9074
beebe plain,VT,45.0058,-72.1383
beech bluff,TN,35.5922,-88.6396
beech bottom,WV,40.2259,-80.6513
beech creek,KY,37.1716,-87.0559
beech creek,PA,41.0845,-77.5851
beech grove,AR,36.1281,-90.6914
beech grove,IN,39.7154,-86.0933
beech grove,KY,37.6162,-87.3964
beech island,SC,33.4707,-81.8639
beecher,IL,41.3444,-87.6115
beecher city,IL,39.1835,-88.8038
beecher falls,VT,45.0085,-71.4907
beechgrove,TN,35.6447,-86.2046
beechmont,KY,37.1737,-87.0349
beedeville,AR,35.4291,-91.1057
beeler,KS,38.4445,-100.1949
beemer,NE,41.9374,-96.815
beersheba springs,TN,35.4652,-85.6942
beeson,WV,37.4909,-81.2062
beetown,WI,42.795,-90.8854
beeville,TX,28.40765,-97.7688
beggs,OK,35.7896,-96.0264
beirne,AR,33.8887,-93.2041
bejou,MN,47.4491,-95.9454
bel air,MD,39.53485,-76.33585
bel alton,MD,38.4731,-76.9789
belcamp,MD,39.4756,-76.242
belcher,KY,37.3478,-82.3406
belcher,LA,32.7544,-93.8508
belchertown,MA,42.2751,-72.411
belcourt,ND,48.8379,-99.7688
belden,CA,40.006,-121.2491
belden,MS,34.3057,-88.8462
belden,NE,42.4022,-97.1956
beldenville,WI,44.7721,-92.4372
belding,MI,43.0885,-85.2313
belen,MS,34.2351,-90.2927
belen,NM,34.6511,-106.6952
belews creek,NC,36.2269,-80.093
belfair,WA,47.4325,-122.9289
belfast,ME,44.4354,-69.0148
belfast,NY,42.32,-78.0943
belfast,TN,35.4069,-86.7095
belfield,ND,46.8198,-103.1261
belford,NJ,40.4173,-74.0889
belfry,KY,37.6401,-82.2573
belfry,MT,45.0498,-109.0788
belgium,WI,43.4995,-87.8509
belgrade,ME,44.4688,-69.8606
belgrade,MN,45.4865,-94.9699
belgrade,MO,37.7889,-90.8613
belgrade,MT,45.7801,-111.1439
belgrade,NE,41.4611,-98.0866
belgrade lakes,ME,44.5265,-69.887
belhaven,NC,35.4458,-76.6391
belington,WV,39.0244,-79.9495
belk,AL,33.6476,-87.9314
belknap,IL,37.3266,-88.9507
bell,CA,33.9775,-118.187
bell,FL,29.7837,-82.8711
bell buckle,TN,35.6381,-86.3949
bell city,LA,30.1054,-93.0372
bell city,MO,37.0116,-89.7984
bell gardens,CA,33.9653,-118.1515
bella vista,AR,36.46765,-94.26875
bella vista,CA,40.7409,-122.0725
bellaire,MI,44.9765,-85.2265
bellaire,OH,40.0204,-80.7638
bellaire,TX,29.76815,-95.44765
bellamy,AL,32.449,-88.1336
bellarthur,NC,35.5847,-77.5134
bellbrook,OH,39.6402,-84.0824
belle,MO,38.2711,-91.7303
belle,WV,38.2324,-81.5024
belle center,OH,40.5024,-83.7688
belle chasse,LA,29.8447,-89.9974
belle fourche,SD,44.6723,-103.8396
belle glade,FL,26.6843,-80.6724
belle haven,VA,37.5645,-75.8694
belle mead,NJ,40.4483,-74.6557
belle mina,AL,34.6568,-86.8792
belle plaine,IA,41.8992,-92.2574
belle plaine,KS,37.4052,-97.2852
belle plaine,MN,44.6139,-93.7604
belle rive,IL,38.2153,-88.7558
belle rose,LA,30.026,-91.0444
belle valley,OH,39.7906,-81.5562
belle vernon,PA,40.1588,-79.8122
belleair beach,FL,27.9229,-82.8393
bellefontaine,MS,33.6487,-89.3101
bellefontaine,OH,40.3605,-83.7571
bellefonte,PA,40.8978,-77.7732
bellemont,AZ,35.2381,-111.8335
bellerose,NY,40.7347,-73.723
belleview,FL,29.1469,-82.0625
belleview,MO,37.682,-90.7991
belleville,AR,35.1038,-93.4518
belleville,IL,38.51462,-89.99298
belleville,KS,39.8241,-97.629
belleville,MI,42.19985,-83.4853
belleville,NJ,40.7946,-74.1631
belleville,NY,43.778,-76.1259
belleville,PA,40.6016,-77.7358
belleville,WI,42.8669,-89.5377
belleville,WV,39.1314,-81.6923
bellevue,IA,42.2582,-90.4356
bellevue,ID,43.4397,-114.2498
bellevue,KY,39.1024,-84.4787
bellevue,MI,42.4525,-85.0489
bellevue,NE,41.14703,-95.93483
bellevue,OH,41.2684,-82.8577
bellevue,TX,33.5879,-98.1574
bellevue,WA,47.60594,-122.16984
bellflower,CA,33.8842,-118.12175
bellflower,IL,40.3401,-88.5227
bellflower,MO,39.0012,-91.3489
bellingham,MA,42.0746,-71.4768
bellingham,MN,45.1556,-96.3224
bellingham,WA,48.75216,-122.46446
bellmawr,NJ,39.86825,-75.0945
bellmont,IL,38.3845,-87.9081
bellmore,IN,39.7791,-87.2218
bellmore,NY,40.6729,-73.5365
bellona,NY,42.7554,-77.0217
bellows falls,VT,43.1482,-72.4664
bellport,NY,40.7733,-72.9469
bells,TN,35.7198,-89.0729
bells,TX,33.6178,-96.4237
bellvale,NY,41.2504,-74.3107
bellville,GA,32.1524,-81.9743
bellville,OH,40.6136,-82.5175
bellville,TX,29.9658,-96.2531
bellvue,CO,40.6265,-105.261
bellwood,AL,31.1732,-85.7933
bellwood,IL,41.8825,-87.8786
bellwood,NE,41.3474,-97.2747
bellwood,PA,40.6039,-78.3372
belmar,NJ,40.1736,-74.0469
belmond,IA,42.8511,-93.62
belmont,CA,37.5174,-122.2927
belmont,LA,31.71,-93.4959
belmont,MA,42.3959,-71.1787
belmont,MI,43.075,-85.5632
belmont,MS,34.5102,-88.2309
belmont,NC,35.244,-81.044
belmont,NH,43.4512,-71.489
belmont,NY,42.2334,-78.011
belmont,OH,40.032,-81.0066
belmont,TX,29.5233,-97.6839
belmont,VT,43.4284,-72.8257
belmont,WA,47.0793,-117.177
belmont,WI,42.7308,-90.3359
belmont,WV,39.3795,-81.2584
belmore,OH,41.1539,-83.9413
beloit,KS,39.4416,-98.1192
beloit,OH,40.8957,-80.9897
beloit,WI,42.53515,-89.0589
belpre,KS,37.9347,-99.0936
belpre,OH,39.2868,-81.5968
belsano,PA,40.5176,-78.8767
belspring,VA,37.1982,-80.6151
belt,MT,47.3821,-110.9081
belton,KY,37.1511,-86.9774
belton,MO,38.8161,-94.5328
belton,SC,34.5087,-82.5101
belton,TX,31.0723,-97.472
beltrami,MN,47.5721,-96.4549
beltsville,MD,39.04015,-76.91585
belva,WV,38.2491,-81.1566
belvedere tiburon,CA,37.8843,-122.4637
belvidere,IL,42.2595,-88.8509
belvidere,NC,36.3096,-76.5436
belvidere,NE,40.251,-97.5554
belvidere,NJ,40.8308,-75.0503
belvidere,SD,43.886,-101.2387
belvidere,TN,35.1415,-86.1728
belvidere center,VT,44.7248,-72.7016
belview,MN,44.6055,-95.3178
belvue,KS,39.2273,-96.1866
belzoni,MS,33.1842,-90.4924
bement,IL,39.9222,-88.5688
bemidji,MN,47.5228,-94.8408
bemus point,NY,42.1513,-79.3581
ben bolt,TX,27.6475,-98.0814
ben franklin,TX,33.4768,-95.7689
ben hur,VA,36.7435,-83.2234
ben lomond,AR,33.8115,-94.1251
ben lomond,CA,37.0882,-122.0887
ben wheeler,TX,32.4126,-95.6371
bena,MN,47.3477,-94.2519
bena,VA,37.271,-76.4555
benavides,TX,27.5925,-98.4142
bend,OR,44.02768,-121.36773
bend,TX,31.1123,-98.4821
bendena,KS,39.7174,-95.1765
bendersville,PA,39.9792,-77.2496
benedict,KS,37.6118,-95.7038
benedict,MD,38.5093,-76.6797
benedict,MN,47.158,-94.6906
benedict,ND,47.7865,-101.0579
benedict,NE,41.0033,-97.6029
benedicta,ME,45.8125,-68.4089
benet lake,WI,42.5001,-88.08
benezett,PA,41.3253,-78.3576
benge,WA,46.8591,-118.1611
benham,KY,36.9648,-82.9485
benicia,CA,38.0685,-122.1614
benjamin,TX,33.584,-99.7923
benkelman,NE,40.098,-101.5344
benld,IL,39.0939,-89.8031
bennet,NE,40.68,-96.5064
bennett,CO,39.7589,-104.4275
bennett,IA,41.7353,-90.9656
bennett,NC,35.5673,-79.5225
bennettsville,SC,34.6255,-79.6898
bennington,IN,38.876,-85.0719
bennington,KS,39.0224,-97.6031
bennington,NE,41.3623,-96.1575
bennington,NH,43.0103,-71.9153
bennington,OK,33.9771,-96.0188
bennington,VT,42.8827,-73.1923
benoit,MS,33.6448,-91.0338
benoit,WI,46.5019,-91.0769
bensalem,PA,40.1109,-74.9378
bensenville,IL,41.95255,-87.94255
benson,AZ,31.9883,-110.2941
benson,IL,40.8306,-89.1165
benson,MD,39.5093,-76.3851
benson,MN,45.3129,-95.5766
benson,NC,35.4037,-78.5421
benson,VT,43.6877,-73.2919
bent,NM,33.148,-105.8635
bent mountain,VA,37.1549,-80.1215
bentley,KS,37.8866,-97.5166
bentley,LA,31.5157,-92.4882
bentley,MI,43.9267,-84.1053
bentleyville,PA,40.1187,-80.007
benton,AR,34.5742,-92.6155
benton,CA,37.8926,-118.5647
benton,IA,40.7082,-94.3689
benton,IL,38.0,-88.9227
benton,KS,37.7946,-97.0971
benton,KY,36.8806,-88.3548
benton,LA,32.6976,-93.691
benton,MO,37.0697,-89.5664
benton,MS,32.8158,-90.2815
benton,PA,41.2231,-76.3406
benton,TN,35.173,-84.6544
benton,WI,42.5545,-90.3508
benton city,MO,39.1209,-91.7661
benton city,WA,46.2806,-119.4913
benton harbor,MI,42.11265,-86.4388
benton ridge,OH,41.0031,-83.7931
bentonia,MS,32.7,-90.3722
bentonville,AR,36.34737,-94.2605
bentonville,IN,39.657,-85.168
bentonville,OH,38.7498,-83.6126
bentonville,VA,38.8187,-78.2757
benwood,WV,40.0181,-80.7342
benzonia,MI,44.5955,-86.0961
berclair,TX,28.5295,-97.5925
berea,KY,37.5743,-84.2856
berea,OH,41.3676,-81.8618
berea,WV,39.1365,-80.9337
beresford,SD,43.0874,-96.7813
bergen,NY,43.0869,-77.9603
bergenfield,NJ,40.9238,-73.9989
berger,MO,38.6444,-91.3374
bergheim,TX,29.8274,-98.5753
bergholz,OH,40.5195,-80.884
bergland,MI,46.5881,-89.5973
bergman,AR,36.3083,-93.0321
bergoo,WV,38.4865,-80.3006
bergton,VA,38.7925,-78.9668
berino,NM,32.0682,-106.631
berkeley,CA,37.87187,-122.27175
berkeley,IL,41.8888,-87.909
berkeley heights,NJ,40.6752,-74.4346
berkeley springs,WV,39.5526,-78.1877
berkey,OH,41.6989,-83.831
berkley,MA,41.8353,-71.0765
berkley,MI,42.5028,-83.1887
berkshire,MA,42.5126,-73.1929
berkshire,NY,42.3074,-76.192
berlin,CT,41.6215,-72.7457
berlin,GA,31.0682,-83.6238
berlin,MA,42.3844,-71.6356
berlin,MD,38.3475,-75.1866
berlin,ND,46.3786,-98.4898
berlin,NH,44.4811,-71.1892
berlin,NJ,39.7788,-74.9308
berlin,NY,42.6919,-73.3702
berlin,OH,40.5612,-81.7943
berlin,PA,39.9188,-78.9637
berlin,WI,43.9769,-88.949
berlin center,OH,41.0243,-80.9341
berlin heights,OH,41.3205,-82.4777
bern,ID,42.3191,-111.3926
bern,KS,39.9571,-95.961
bernalillo,NM,35.3285,-106.5309
bernard,IA,42.3321,-90.863
bernard,ME,44.2415,-68.358
bernardston,MA,42.6952,-72.5772
bernardsville,NJ,40.7225,-74.5778
berne,IN,40.6716,-84.9343
berne,NY,42.6108,-74.1466
bernhards bay,NY,43.2717,-75.9373
bernice,LA,32.8221,-92.6579
bernie,MO,36.6727,-89.9878
bernville,PA,40.4551,-76.1247
berrien center,MI,41.9484,-86.285
berrien springs,MI,41.9472,-86.34645
berry,AL,33.6945,-87.6226
berry,KY,38.516,-84.3611
berry creek,CA,39.6776,-121.3689
berrysburg,PA,40.601,-76.8117
berryton,KS,38.9442,-95.5825
berryville,AR,36.3519,-93.5587
berryville,VA,39.1532,-77.9688
bertha,MN,46.2515,-95.0357
berthold,ND,48.3064,-101.6866
berthoud,CO,40.2993,-105.1055
bertram,TX,30.7411,-98.0529
bertrand,MO,36.8927,-89.4483
bertrand,NE,40.5608,-99.5759
berwick,IA,41.6658,-93.5432
berwick,IL,40.7799,-90.5059
berwick,LA,29.6929,-91.2518
berwick,ME,43.2899,-70.855
berwick,PA,41.0665,-76.2443
berwind,WV,37.2687,-81.6668
berwyn,IL,41.8347,-87.7914
berwyn,PA,40.0412,-75.4475
beryl,UT,37.8958,-113.6614
bessemer,AL,33.436,-86.9837
bessemer,MI,46.4802,-90.0515
bessemer,PA,40.9755,-80.4937
bessemer city,NC,35.2849,-81.2863
bessie,OK,35.3854,-98.9896
bethalto,IL,38.9074,-90.0344
bethania,NC,36.183,-80.3387
bethany,CT,41.4262,-73.0007
bethany,IL,39.6348,-88.7543
bethany,LA,32.3662,-94.0034
bethany,MO,40.2601,-94.0189
bethany,OK,35.5043,-97.6399
bethany,WV,40.2107,-80.5503
bethany beach,DE,38.531,-75.0674
bethel,AK,60.7922,-161.7558
bethel,CT,41.3813,-73.4008
bethel,DE,38.5685,-75.6243
bethel,ME,44.4162,-70.8037
bethel,MN,45.3887,-93.2315
bethel,MO,39.8922,-92.0316
bethel,NC,35.7909,-77.3748
bethel,NY,41.6693,-74.894
bethel,OH,38.9424,-84.0919
bethel,OK,34.3598,-94.8374
bethel,PA,40.4808,-76.2742
bethel,VT,43.8195,-72.6528
bethel island,CA,38.0266,-121.6425
bethel park,PA,40.321,-80.0398
bethel springs,TN,35.2289,-88.644
bethelridge,KY,37.2337,-84.7583
bethesda,MD,39.04261,-77.14609
bethesda,OH,40.0192,-81.0767
bethlehem,CT,41.6387,-73.2091
bethlehem,GA,33.9261,-83.7282
bethlehem,IN,38.5399,-85.4218
bethlehem,KY,38.4529,-85.0169
bethlehem,MD,38.7406,-75.9587
bethlehem,NH,44.2808,-71.6829
bethlehem,PA,40.64647,-75.39003
bethpage,NY,40.74,-73.4857
bethpage,TN,36.5186,-86.3146
bethune,CO,39.3448,-102.4281
bethune,SC,34.4201,-80.3662
betsy layne,KY,37.5555,-82.6267
bettendorf,IA,41.5509,-90.4942
betterton,MD,39.3655,-76.0639
bettles field,AK,65.2264,-151.0251
bettsville,OH,41.2469,-83.2398
beulah,CO,38.0837,-104.9724
beulah,MI,44.6306,-86.0025
beulah,MO,37.6158,-91.9064
beulah,MS,33.788,-90.9795
beulah,ND,47.2707,-101.8075
beulah,WY,44.5436,-104.0745
beulaville,NC,34.934,-77.7697
beverly,KS,38.9844,-97.9818
beverly,KY,36.9442,-83.556
beverly,MA,42.5608,-70.8759
beverly,NJ,40.0565,-74.9114
beverly,OH,39.5714,-81.6346
beverly,WA,46.8484,-119.9121
beverly,WV,38.828,-79.8651
beverly hills,CA,34.07288,-118.39796
beverly hills,FL,28.9232,-82.4737
beverly shores,IN,41.6925,-86.9775
bevier,MO,39.7497,-92.5619
bevington,IA,41.363,-93.7928
bevinsville,KY,37.3465,-82.7403
bexar,AR,36.2901,-92.055
beyer,PA,40.7865,-79.2011
bible school park,NY,42.0805,-76.0973
bickleton,WA,45.9597,-120.1042
bickmore,WV,38.3729,-81.0868
bicknell,IN,38.7727,-87.3137
bicknell,UT,38.3278,-111.5264
biddeford,ME,43.4758,-70.4968
biddeford pool,ME,43.4448,-70.3414
biddle,MT,45.0994,-105.3383
bidwell,OH,38.9276,-82.2701
bieber,CA,41.1315,-121.1286
bienville,LA,32.2523,-92.9084
big arm,MT,47.7952,-114.302
big bar,CA,40.748,-123.229
big bay,MI,46.8158,-87.7285
big bear city,CA,34.261,-116.8131
big bear lake,CA,34.235,-116.9053
big bend,CA,40.9749,-121.825
big bend,WI,42.8885,-88.2122
big bend,WV,38.9719,-81.136
big bend national park,TX,29.2924,-103.2963
big cabin,OK,36.534,-95.2246
big clifty,KY,37.5278,-86.1395
big cove tannery,PA,39.8127,-78.0645
big creek,CA,37.2032,-119.2492
big creek,KY,37.1623,-83.5688
big creek,MS,33.8514,-89.4378
big creek,WV,38.0043,-82.0401
big falls,MN,48.156,-93.7296
big falls,WI,44.6178,-89.0166
big flat,AR,36.0068,-92.3917
big flats,NY,42.1455,-76.9527
big horn,WY,44.6531,-107.0247
big indian,NY,42.074,-74.453
big island,VA,37.5306,-79.3827
big lake,AK,61.5214,-149.9544
big lake,MN,45.3506,-93.7399
big lake,TX,31.417,-101.5423
big laurel,KY,36.9798,-83.2171
big oak flat,CA,37.8235,-120.2582
big pine,CA,37.1679,-118.2916
big pine key,FL,24.68,-81.362
big piney,WY,42.6483,-110.1246
big pool,MD,39.6457,-78.0104
big prairie,OH,40.6188,-82.072
big rapids,MI,43.6897,-85.4797
big rock,IL,41.7593,-88.5376
big rock,TN,36.5716,-87.7378
big rock,VA,37.3532,-82.1968
big run,PA,40.9704,-78.8758
big run,WV,39.5845,-80.5776
big sandy,MT,48.1497,-110.0776
big sandy,TN,36.2285,-88.0627
big sandy,TX,32.59665,-95.10965
big sandy,WV,37.4643,-81.6982
big sky,MT,45.2847,-111.3683
big spring,TX,32.276,-101.4159
big springs,NE,41.0696,-102.0933
big springs,WV,38.9854,-81.0721
big stone city,SD,45.285,-96.5614
big stone gap,VA,36.8581,-82.7627
big sur,CA,36.2458,-121.7009
big timber,MT,45.8283,-109.9631
big wells,TX,28.5693,-99.5781
bigelow,AR,34.9847,-92.6308
bigelow,MN,43.5336,-95.6515
bigfoot,TX,29.0531,-98.8582
bigfork,MN,47.7502,-93.6707
bigfork,MT,48.0633,-114.0726
biggers,AR,36.2844,-90.8538
biggs,CA,39.4162,-121.7189
biggsville,IL,40.8531,-90.8561
bighill,KY,37.5545,-84.2083
bighorn,MT,45.997,-107.31
bigler,PA,40.9848,-78.3064
biglerville,PA,39.9281,-77.2885
billerica,MA,42.55515,-71.26035
billings,MO,37.0628,-93.5476
billings,MT,45.79684,-108.51599
billings,NY,41.6712,-73.7632
billings,OK,36.5246,-97.4189
billingsley,AL,32.6596,-86.7178
biloxi,MS,30.42272,-88.95008
bim,WV,37.9218,-81.6893
bimble,KY,36.8868,-83.8282
binford,ND,47.5739,-98.3546
bingen,WA,45.7751,-121.6328
binger,OK,35.3106,-98.3148
bingham,IL,39.1128,-89.2125
bingham,ME,45.0682,-69.8857
bingham,NE,42.0211,-102.0885
bingham canyon,UT,40.5646,-112.0977
bingham lake,MN,43.8942,-95.0457
binghamton,NY,42.113,-75.8936
biola,CA,36.8032,-120.0185
bippus,IN,40.9442,-85.6239
birch harbor,ME,44.3842,-68.0317
birch river,WV,38.4914,-80.7459
birch run,MI,43.2649,-83.7903
birch tree,MO,36.9476,-91.5008
birchdale,MN,48.6247,-94.1677
birchleaf,VA,37.1394,-82.2433
birchrunville,PA,39.9832,-75.7481
birchwood,TN,35.352,-84.9618
birchwood,WI,45.6403,-91.5776
bird city,KS,39.7579,-101.5319
bird in hand,PA,40.0561,-76.183
bird island,MN,44.7507,-94.8716
birds landing,CA,38.1504,-121.8443
birdsboro,PA,40.2563,-75.8344
birdseye,IN,38.3006,-86.7102
birdsnest,VA,37.439,-75.881
birmingham,AL,33.51647,-86.84379
birmingham,IA,40.8626,-91.9534
birmingham,MI,42.54555,-83.2123
birmingham,NJ,39.976,-74.7114
birmingham,OH,41.3349,-82.355
birnamwood,WI,44.9269,-89.2124
birney,MT,45.2862,-106.5095
bisbee,AZ,31.4086,-109.9117
bisbee,ND,48.6258,-99.3779
biscoe,AR,34.8733,-91.3945
biscoe,NC,35.3599,-79.7798
bishop,CA,37.43245,-118.39995
bishop,GA,33.8081,-83.4777
bishop,TX,27.5886,-97.783
bishop,VA,37.2033,-81.5575
bishop hill,IL,41.1977,-90.1183
bishopville,MD,38.4296,-75.1855
bishopville,SC,34.2241,-80.275
bismarck,AR,34.311,-93.1872
bismarck,IL,40.2552,-87.6138
bismarck,MO,37.7539,-90.5984
bismarck,ND,46.81323,-100.75369
bison,KS,38.5193,-99.1986
bison,OK,36.1962,-97.8805
bison,SD,45.5161,-102.4827
bitely,MI,43.7321,-85.8778
bittinger,MD,39.6023,-79.2234
bivalve,MD,38.2953,-75.8914
bivins,TX,32.966,-94.1404
biwabik,MN,47.5328,-92.3408
bixby,MO,37.6603,-91.1151
bixby,OK,35.942,-95.8833
blachly,OR,44.1966,-123.5348
black,AL,31.0132,-85.7456
black,MO,37.5473,-90.9917
black canyon city,AZ,34.0755,-112.134
black creek,NC,35.6352,-77.933
black creek,NY,42.2855,-78.2312
black creek,WI,44.4702,-88.4547
black diamond,WA,47.3114,-122.0053
black eagle,MT,47.5262,-111.2764
black earth,WI,43.1322,-89.739
black hawk,CO,39.816,-105.4753
black hawk,SD,44.1512,-103.3486
black lick,PA,40.4725,-79.1869
black mountain,NC,35.5986,-82.2902
black oak,AR,35.8368,-90.4005
black river,MI,44.8138,-83.3407
black river,NY,44.0042,-75.7958
black river falls,WI,44.2954,-90.8313
black rock,AR,36.1149,-91.1176
blackburn,MO,39.0988,-93.4281
blackduck,MN,47.7381,-94.4961
blackey,KY,37.1551,-82.9956
blackfoot,ID,43.1943,-112.3615
blacklick,OH,40.021,-82.8079
blacksburg,SC,35.1095,-81.4942
blacksburg,VA,37.22365,-80.4035
blackshear,GA,31.2931,-82.2617
blackstock,SC,34.5779,-81.1249
blackstone,IL,41.0719,-88.6498
blackstone,MA,42.0287,-71.5269
blackstone,VA,37.0916,-77.9851
blacksville,WV,39.7142,-80.2265
blackville,SC,33.3645,-81.2718
blackwater,MO,38.9727,-92.9683
blackwater,VA,36.639,-82.9866
blackwell,MO,38.0544,-90.6279
blackwell,OK,36.8006,-97.2867
blackwell,TX,32.082,-100.3111
blackwood,NJ,39.7901,-75.0367
bladen,NE,40.299,-98.6046
bladenboro,NC,34.5658,-78.7793
bladensburg,MD,38.9421,-76.9261
bladensburg,OH,40.2845,-82.284
blain,PA,40.3293,-77.5117
blaine,KY,38.027,-82.8513
blaine,ME,46.5048,-67.8686
blaine,OH,40.0701,-80.8176
blaine,TN,36.1583,-83.6783
blaine,WA,48.97865,-122.7397
blair,NE,41.54185,-96.172
blair,OK,34.7788,-99.3334
blair,SC,34.4967,-81.3459
blair,WI,44.2968,-91.2235
blair,WV,37.8784,-81.8279
blairs,VA,36.6799,-79.3731
blairs mills,PA,40.2548,-77.7695
blairsburg,IA,42.4937,-93.6594
blairsden graeagle,CA,40.1919,-120.1746
blairstown,IA,41.9063,-92.0829
blairstown,MO,38.5319,-93.9221
blairstown,NJ,40.9674,-74.9651
blairsville,GA,34.87625,-83.9751
blairsville,PA,40.4413,-79.2533
blakely,GA,31.3791,-84.9353
blakely island,WA,48.5618,-122.812
blakesburg,IA,40.9555,-92.6195
blakeslee,OH,41.5239,-84.7303
blakeslee,PA,41.0485,-75.5343
blanca,CO,37.4317,-105.5178
blanch,NC,36.4664,-79.2755
blanchard,IA,40.6122,-95.2054
blanchard,ID,48.0223,-116.9909
blanchard,LA,32.5719,-93.8871
blanchard,MI,43.5228,-85.0589
blanchard,ND,47.3277,-97.2466
blanchard,OK,35.1192,-97.6401
blanchard,PA,41.0642,-77.5978
blanchardville,WI,42.8062,-89.8555
blanchester,OH,39.3034,-83.974
blanco,NM,36.7242,-107.8253
blanco,OK,34.7276,-95.7283
blanco,TX,30.0874,-98.4107
bland,MO,38.3074,-91.6263
bland,VA,37.1376,-81.0201
blandburg,PA,40.6847,-78.4137
blandford,MA,42.1829,-72.9361
blanding,UT,37.5863,-109.4866
blandinsville,IL,40.5516,-90.8595
blandon,PA,40.4435,-75.8837
blanford,IN,39.665,-87.5206
blanket,TX,31.7882,-98.8311
blauvelt,NY,41.0626,-73.9629
blawenburg,NJ,40.4076,-74.7027
bledsoe,KY,36.934,-83.3242
bledsoe,TX,33.5997,-103.0168
bleiblerville,TX,30.0292,-96.4448
blencoe,IA,41.9237,-96.0827
blenheim,SC,34.5171,-79.6442
blenker,WI,44.6191,-89.9186
blessing,TX,28.8649,-96.218
blevins,AR,33.8718,-93.5771
bliss,ID,42.9449,-114.9104
bliss,NY,42.5799,-78.2581
blissfield,MI,41.8276,-83.8773
blissfield,OH,40.3983,-81.9688
block island,RI,41.1715,-71.5748
blocker,OK,35.0615,-95.5683
blocksburg,CA,40.2987,-123.6576
blockton,IA,40.6242,-94.5049
blodgett,MO,37.0042,-89.5266
blodgett,OR,44.6281,-123.6067
blodgett mills,NY,42.5673,-76.1238
blomkest,MN,44.9501,-95.0588
bloomburg,TX,33.1339,-94.0647
bloomdale,OH,41.1815,-83.5724
bloomer,WI,45.1025,-91.49
bloomery,WV,39.3604,-78.3917
bloomfield,CT,41.8316,-72.7249
bloomfield,IA,40.7324,-92.3987
bloomfield,IN,39.0295,-86.8675
bloomfield,KY,37.908,-85.2862
bloomfield,MO,36.8989,-89.9456
bloomfield,MT,47.41,-104.9596
bloomfield,NE,42.5978,-97.6545
bloomfield,NJ,40.8035,-74.1891
bloomfield,NM,36.6955,-107.9784
bloomfield,NY,42.8851,-77.46
bloomfield hills,MI,42.57497,-83.26068
blooming glen,PA,40.3695,-75.2482
blooming grove,NY,41.4093,-74.1951
blooming grove,TX,32.0758,-96.701
blooming prairie,MN,43.8977,-93.0608
bloomingburg,NY,41.5644,-74.4304
bloomingburg,OH,39.6286,-83.4095
bloomingdale,GA,32.1177,-81.3085
bloomingdale,IL,41.894,-88.08345
bloomingdale,IN,39.8348,-87.256
bloomingdale,MI,42.3842,-85.9568
bloomingdale,NJ,41.0128,-74.3338
bloomingdale,NY,44.3985,-74.0829
bloomingdale,OH,40.3742,-80.8072
bloomingrose,WV,38.1412,-81.6367
bloomington,CA,34.0662,-117.3993
bloomington,ID,42.184,-111.4086
bloomington,IL,40.48185,-88.94688
bloomington,IN,39.1726,-86.52125
bloomington,MD,39.4861,-79.083
bloomington,NE,40.1383,-99.0094
bloomington,NY,41.8752,-74.0436
bloomington,TX,28.6495,-96.8945
